date,home_team,away_team,home_score,away_score,home_win
2022-03-01,Detroit,Carolina,4,3,1
2022-03-01,Minnesota,Calgary,1,5,0
2022-03-01,Winnipeg,Montréal,8,4,1
2022-03-01,Colorado,New York,5,3,1
2022-03-01,Vegas,San Jose,3,1,1
2022-03-01,Anaheim,Boston,4,3,1
2022-03-02,Toronto,Buffalo,1,5,0
2022-03-02,New York,St. Louis,5,3,1
2022-03-02,Dallas,Los Angeles,4,3,1
2022-03-02,Seattle,Nashville,4,3,1
2022-03-03,Tampa Bay,Pittsburgh,1,5,0
2022-03-03,Florida,Ottawa,3,0,1
2022-03-03,Philadelphia,Minnesota,4,5,0
2022-03-03,Washington,Carolina,4,0,1
2022-03-03,New York,Vancouver,3,4,0
2022-03-03,Chicago,Edmonton,4,3,1
2022-03-03,Calgary,Montréal,4,5,0
2022-03-03,Arizona,Colorado,2,1,1
2022-03-03,Vegas,Boston,2,5,0
2022-03-04,Buffalo,Minnesota,5,4,1
2022-03-04,Tampa Bay,Detroit,3,1,1
2022-03-04,New York,New Jersey,3,1,1
2022-03-04,Carolina,Pittsburgh,3,2,1
2022-03-04,Columbus,Los Angeles,3,4,0
2022-03-04,Winnipeg,Dallas,3,4,0
2022-03-04,Anaheim,Vegas,4,5,0
2022-03-05,New York,St. Louis,2,1,1
2022-03-05,Philadelphia,Chicago,4,3,1
2022-03-05,Arizona,Ottawa,8,5,1
2022-03-05,Florida,Detroit,6,2,1
2022-03-05,Toronto,Vancouver,4,6,0
2022-03-05,Washington,Seattle,5,2,1
2022-03-05,Columbus,Boston,4,5,0
2022-03-05,Edmonton,Montréal,2,5,0
2022-03-05,San Jose,Nashville,0,8,0
2022-03-05,Colorado,Calgary,3,4,0
2022-03-06,Buffalo,Los Angeles,0,3,0
2022-03-06,New Jersey,St. Louis,3,2,1
2022-03-06,Minnesota,Dallas,3,6,0
2022-03-06,Carolina,Seattle,3,2,1
2022-03-06,Chicago,Tampa Bay,3,6,0
2022-03-06,Winnipeg,New York,1,4,0
2022-03-06,Vegas,Ottawa,2,1,1
2022-03-06,Anaheim,San Jose,3,2,1
2022-03-07,Boston,Los Angeles,2,3,0
2022-03-07,Buffalo,Florida,1,6,0
2022-03-07,Columbus,Toronto,4,5,0
2022-03-07,New York,Colorado,4,5,0
2022-03-07,Calgary,Edmonton,3,1,1
2022-03-08,New Jersey,Colorado,5,3,1
2022-03-08,Philadelphia,Vegas,2,1,1
2022-03-08,Pittsburgh,Florida,3,4,0
2022-03-08,Toronto,Seattle,6,4,1
2022-03-08,Detroit,Arizona,2,9,0
2022-03-08,St. Louis,Ottawa,1,4,0
2022-03-08,Nashville,Dallas,2,1,1
2022-03-08,Minnesota,New York,5,2,1
2022-03-08,Winnipeg,Tampa Bay,7,4,1
2022-03-08,Chicago,Anaheim,8,3,1
2022-03-08,Calgary,Washington,4,5,0
2022-03-09,Edmonton,Washington,4,3,1
2022-03-09,Vancouver,Montréal,5,3,1
2022-03-10,Boston,Chicago,4,3,1
2022-03-10,Buffalo,Vegas,3,1,1
2022-03-10,Toronto,Arizona,4,5,0
2022-03-10,Ottawa,Seattle,4,3,1
2022-03-10,Detroit,Minnesota,5,6,0
2022-03-10,Florida,Philadelphia,6,3,1
2022-03-10,New Jersey,Winnipeg,1,2,0
2022-03-10,Carolina,Colorado,2,0,1
2022-03-10,New York,Columbus,6,0,1
2022-03-10,St. Louis,New York,6,2,1
2022-03-10,Nashville,Anaheim,4,1,1
2022-03-10,Calgary,Tampa Bay,4,1,1
2022-03-10,Los Angeles,San Jose,3,4,0
2022-03-11,Pittsburgh,Vegas,5,2,1
2022-03-11,Columbus,Minnesota,3,2,1
2022-03-11,New York,Winnipeg,5,2,1
2022-03-11,Vancouver,Washington,3,4,0
2022-03-12,Nashville,St. Louis,4,7,0
2022-03-12,Carolina,Philadelphia,3,1,1
2022-03-12,Boston,Arizona,3,2,1
2022-03-12,Montréal,Seattle,3,4,0
2022-03-12,Ottawa,Chicago,3,6,0
2022-03-12,New Jersey,Anaheim,2,1,1
2022-03-12,Calgary,Detroit,3,0,1
2022-03-12,Dallas,New York,4,7,0
2022-03-12,San Jose,Los Angeles,5,0,1
2022-03-12,Edmonton,Tampa Bay,4,1,1
2022-03-13,Pittsburgh,Carolina,4,2,1
2022-03-13,Buffalo,Toronto,5,2,1
2022-03-13,Philadelphia,Montréal,3,4,0
2022-03-13,Columbus,Vegas,6,4,1
2022-03-13,St. Louis,Winnipeg,3,4,0
2022-03-13,Minnesota,Nashville,2,6,0
2022-03-13,New York,Anaheim,4,3,1
2022-03-13,Colorado,Calgary,3,0,1
2022-03-13,Vancouver,Tampa Bay,1,2,0
2022-03-13,Los Angeles,Florida,3,2,1
2022-03-14,Ottawa,Arizona,3,5,0
2022-03-15,Toronto,Dallas,4,0,1
2022-03-15,Montréal,Arizona,3,6,0
2022-03-15,New York,Anaheim,4,3,1
2022-03-15,Washington,New York,4,3,1
2022-03-15,Nashville,Pittsburgh,4,1,1
2022-03-15,Winnipeg,Vegas,7,3,1
2022-03-15,Chicago,Boston,1,2,0
2022-03-15,Edmonton,Detroit,7,5,1
2022-03-15,Vancouver,New Jersey,6,3,1
2022-03-15,Los Angeles,Colorado,0,3,0
2022-03-15,San Jose,Florida,2,3,0
2022-03-16,Ottawa,Columbus,1,4,0
2022-03-16,Minnesota,Boston,4,2,1
2022-03-16,Calgary,New Jersey,6,3,1
2022-03-16,Seattle,Tampa Bay,1,4,0
2022-03-17,New York,New York,1,2,0
2022-03-17,Toronto,Carolina,3,2,1
2022-03-17,Montréal,Dallas,3,4,0
2022-03-17,Philadelphia,Nashville,5,4,1
2022-03-17,Columbus,Washington,2,7,0
2022-03-17,St. Louis,Pittsburgh,2,3,0
2022-03-17,Edmonton,Buffalo,6,1,1
2022-03-17,Vancouver,Detroit,0,1,0
2022-03-17,Los Angeles,San Jose,3,0,1
2022-03-17,Vegas,Florida,5,3,1
2022-03-18,Ottawa,Philadelphia,3,1,1
2022-03-18,Carolina,Washington,3,4,0
2022-03-18,Winnipeg,Boston,2,4,0
2022-03-18,Calgary,Buffalo,0,1,0
2022-03-18,Anaheim,Florida,0,3,0
2022-03-18,San Jose,Colorado,3,5,0
2022-03-19,New York,Dallas,4,2,1
2022-03-19,Minnesota,Chicago,3,1,1
2022-03-19,Edmonton,New Jersey,6,3,1
2022-03-19,Vegas,Los Angeles,5,1,1
2022-03-19,Columbus,St. Louis,5,4,1
2022-03-19,Arizona,Pittsburgh,1,4,0
2022-03-19,Montréal,Ottawa,5,1,1
2022-03-19,Nashville,Toronto,6,3,1
2022-03-19,Tampa Bay,New York,1,2,0
2022-03-19,Vancouver,Calgary,2,5,0
2022-03-19,Seattle,Detroit,4,2,1
2022-03-20,Philadelphia,New York,2,1,1
2022-03-20,Washington,Dallas,2,3,0
2022-03-20,Carolina,New York,0,2,0
2022-03-20,Chicago,Winnipeg,4,6,0
2022-03-20,San Jose,Arizona,4,2,1
2022-03-20,Vancouver,Buffalo,2,3,0
2022-03-21,Montréal,Boston,2,3,0
2022-03-21,Minnesota,Vegas,3,0,1
2022-03-21,Colorado,Edmonton,3,2,1
2022-03-21,Anaheim,Nashville,3,6,0
2022-03-22,New Jersey,New York,7,4,1
2022-03-22,Pittsburgh,Columbus,5,1,1
2022-03-22,Washington,St. Louis,2,5,0
2022-03-22,Carolina,Tampa Bay,3,2,1
2022-03-22,Detroit,Philadelphia,6,3,1
2022-03-22,New York,Ottawa,3,0,1
2022-03-22,Winnipeg,Vegas,4,0,1
2022-03-22,Dallas,Edmonton,5,3,1
2022-03-22,Calgary,San Jose,3,4,0
2022-03-22,Arizona,Seattle,2,4,0
2022-03-22,Los Angeles,Nashville,6,1,1
2022-03-23,Toronto,New Jersey,3,2,1
2022-03-23,Buffalo,Pittsburgh,4,3,1
2022-03-23,Colorado,Vancouver,1,3,0
2022-03-23,Anaheim,Chicago,2,4,0
2022-03-24,Boston,Tampa Bay,3,2,1
2022-03-24,Montréal,Florida,3,4,0
2022-03-24,Carolina,Dallas,3,4,0
2022-03-24,New York,Detroit,5,2,1
2022-03-24,Winnipeg,Ottawa,2,5,0
2022-03-24,St. Louis,Philadelphia,2,5,0
2022-03-24,Minnesota,Vancouver,3,2,1
2022-03-24,Edmonton,San Jose,5,2,1
2022-03-24,Vegas,Nashville,6,1,1
2022-03-24,Los Angeles,Chicago,3,4,0
2022-03-25,Buffalo,Washington,3,4,0
2022-03-25,New York,Pittsburgh,5,1,1
2022-03-25,Winnipeg,Columbus,4,3,1
2022-03-25,Colorado,Philadelphia,6,3,1
2022-03-25,Calgary,Arizona,4,2,1
2022-03-26,Boston,New York,6,3,1
2022-03-26,Detroit,Tampa Bay,1,2,0
2022-03-26,Vegas,Chicago,5,4,1
2022-03-26,Montréal,Toronto,4,2,1
2022-03-26,Ottawa,Florida,3,4,0
2022-03-26,Washington,New Jersey,4,3,1
2022-03-26,Dallas,Vancouver,1,4,0
2022-03-26,St. Louis,Carolina,2,7,0
2022-03-26,Minnesota,Columbus,3,2,1
2022-03-26,Calgary,Edmonton,9,5,1
2022-03-26,Los Angeles,Seattle,4,2,1
2022-03-26,San Jose,Anaheim,4,1,1
2022-03-27,New York,Tampa Bay,1,4,0
2022-03-27,New York,Buffalo,5,4,1
2022-03-27,Pittsburgh,Detroit,11,2,1
2022-03-27,Nashville,Philadelphia,5,4,1
2022-03-27,Minnesota,Colorado,3,2,1
2022-03-27,Toronto,Florida,5,2,1
2022-03-27,New Jersey,Montréal,3,2,1
2022-03-27,Winnipeg,Arizona,2,1,1
2022-03-28,Washington,Carolina,1,6,0
2022-03-28,St. Louis,Vancouver,4,1,1
2022-03-28,Chicago,Buffalo,5,6,0
2022-03-28,Edmonton,Arizona,6,1,1
2022-03-28,Los Angeles,Seattle,1,6,0
2022-03-29,Boston,Toronto,4,6,0
2022-03-29,Tampa Bay,Carolina,4,3,1
2022-03-29,Florida,Montréal,7,4,1
2022-03-29,Pittsburgh,New York,2,3,0
2022-03-29,Columbus,New York,3,4,0
2022-03-29,Nashville,Ottawa,4,1,1
2022-03-29,Minnesota,Philadelphia,4,1,1
2022-03-29,Calgary,Colorado,1,2,0
2022-03-29,Anaheim,Dallas,2,3,0
2022-03-30,Buffalo,Winnipeg,2,3,0
2022-03-30,Detroit,New York,4,5,0
2022-03-30,Edmonton,Los Angeles,4,3,1
2022-03-30,Vancouver,St. Louis,3,4,0
2022-03-30,Arizona,San Jose,5,2,1
2022-03-30,Seattle,Vegas,0,3,0
2022-03-31,Boston,New Jersey,8,1,1
2022-03-31,Toronto,Winnipeg,7,3,1
2022-03-31,Florida,Chicago,4,0,1
2022-03-31,New York,Columbus,5,2,1
2022-03-31,Carolina,Montréal,4,0,1
2022-03-31,Minnesota,Pittsburgh,3,4,0
2022-03-31,Colorado,San Jose,4,2,1
2022-03-31,Calgary,Los Angeles,2,3,0
2022-03-31,Anaheim,Dallas,2,3,0
2022-04-01,Buffalo,Nashville,4,3,1
2022-04-01,Tampa Bay,Chicago,5,2,1
2022-04-01,New York,New York,0,3,0
2022-04-01,Detroit,Ottawa,2,5,0
2022-04-01,Edmonton,St. Louis,6,5,1
2022-04-01,Seattle,Vegas,2,5,0
2022-04-01,Arizona,Anaheim,0,5,0
2022-04-02,New Jersey,Florida,6,7,0
2022-04-02,Colorado,Pittsburgh,3,2,1
2022-04-02,Boston,Columbus,5,2,1
2022-04-02,Tampa Bay,Montréal,4,5,0
2022-04-02,Philadelphia,Toronto,3,6,0
2022-04-02,Carolina,Minnesota,1,3,0
2022-04-02,Winnipeg,Los Angeles,2,3,0
2022-04-02,Calgary,St. Louis,4,6,0
2022-04-02,San Jose,Dallas,4,5,0
2022-04-03,Buffalo,Florida,3,5,0
2022-04-03,Ottawa,Detroit,5,2,1
2022-04-03,New Jersey,New York,3,4,0
2022-04-03,New York,Philadelphia,3,4,0
2022-04-03,Washington,Minnesota,1,5,0
2022-04-03,Chicago,Arizona,2,3,0
2022-04-03,Vancouver,Vegas,2,3,0
2022-04-03,Anaheim,Edmonton,1,6,0
2022-04-03,Seattle,Dallas,4,1,1
2022-04-04,Columbus,Boston,2,3,0
2022-04-04,Tampa Bay,Toronto,2,6,0
2022-04-04,St. Louis,Arizona,5,1,1
2022-04-04,Los Angeles,Calgary,2,3,0
2022-04-05,Buffalo,Carolina,4,2,1
2022-04-05,Montréal,Ottawa,3,6,0
2022-04-05,Florida,Toronto,7,6,1
2022-04-05,New Jersey,New York,1,3,0
2022-04-05,Philadelphia,Columbus,2,4,0
2022-04-05,Pittsburgh,Colorado,4,6,0
2022-04-05,Detroit,Boston,5,3,1
2022-04-05,Nashville,Minnesota,6,2,1
2022-04-05,Dallas,New York,3,2,1
2022-04-05,San Jose,Edmonton,1,2,0
2022-04-06,Washington,Tampa Bay,4,3,1
2022-04-06,Winnipeg,Detroit,1,3,0
2022-04-06,St. Louis,Seattle,4,1,1
2022-04-06,Vegas,Vancouver,1,5,0
2022-04-06,Anaheim,Calgary,2,4,0
2022-04-07,Ottawa,Nashville,2,3,0
2022-04-07,New Jersey,Montréal,4,7,0
2022-04-07,New York,Pittsburgh,3,0,1
2022-04-07,Columbus,Philadelphia,1,4,0
2022-04-07,Carolina,Buffalo,5,3,1
2022-04-07,Chicago,Seattle,0,2,0
2022-04-07,Dallas,Toronto,3,4,0
2022-04-07,Arizona,Vancouver,1,5,0
2022-04-07,Los Angeles,Edmonton,2,3,0
2022-04-07,San Jose,Calgary,2,4,0
2022-04-08,Tampa Bay,Boston,1,2,0
2022-04-08,Florida,Buffalo,4,3,1
2022-04-08,Carolina,New York,1,2,0
2022-04-08,St. Louis,Minnesota,4,3,1
2022-04-08,Winnipeg,Colorado,4,5,0
2022-04-09,Dallas,New Jersey,1,3,0
2022-04-09,Pittsburgh,Washington,3,6,0
2022-04-09,Nashville,Florida,1,4,0
2022-04-09,Toronto,Montréal,3,2,1
2022-04-09,Detroit,Columbus,4,5,0
2022-04-09,New York,Ottawa,5,1,1
2022-04-09,Seattle,Calgary,1,4,0
2022-04-09,Philadelphia,Anaheim,3,5,0
2022-04-09,St. Louis,New York,6,1,1
2022-04-09,Edmonton,Colorado,1,2,0
2022-04-09,Vancouver,San Jose,4,2,1
2022-04-09,Vegas,Arizona,6,1,1
2022-04-10,Washington,Boston,4,2,1
2022-04-10,Pittsburgh,Nashville,3,2,1
2022-04-10,Minnesota,Los Angeles,6,3,1
2022-04-10,Tampa Bay,Buffalo,5,0,1
2022-04-10,Carolina,Anaheim,5,2,1
2022-04-10,Chicago,Dallas,4,6,0
2022-04-10,Ottawa,Winnipeg,3,4,0
2022-04-11,Montréal,Winnipeg,2,4,0
2022-04-12,Boston,St. Louis,2,4,0
2022-04-12,Toronto,Buffalo,2,5,0
2022-04-12,Florida,Anaheim,3,2,1
2022-04-12,New York,Carolina,2,4,0
2022-04-12,Washington,Philadelphia,9,2,1
2022-04-12,New York,Pittsburgh,5,4,1
2022-04-12,Detroit,Ottawa,1,4,0
2022-04-12,Minnesota,Edmonton,5,1,1
2022-04-12,Nashville,San Jose,1,0,1
2022-04-12,Chicago,Los Angeles,2,5,0
2022-04-12,Calgary,Seattle,5,3,1
2022-04-12,Dallas,Tampa Bay,1,0,1
2022-04-12,Vancouver,Vegas,5,4,1
2022-04-12,Arizona,New Jersey,2,6,0
2022-04-13,Philadelphia,New York,0,4,0
2022-04-13,Columbus,Montréal,5,1,1
2022-04-13,Colorado,Los Angeles,9,3,1
2022-04-14,Boston,Ottawa,2,3,0
2022-04-14,Buffalo,St. Louis,2,6,0
2022-04-14,Toronto,Washington,7,3,1
2022-04-14,Tampa Bay,Anaheim,4,3,1
2022-04-14,Pittsburgh,New York,6,3,1
2022-04-14,Carolina,Detroit,0,3,0
2022-04-14,Nashville,Edmonton,0,4,0
2022-04-14,Dallas,Minnesota,2,3,0
2022-04-14,Chicago,San Jose,5,4,1
2022-04-14,Colorado,New Jersey,3,1,1
2022-04-14,Calgary,Vegas,1,6,0
2022-04-14,Vancouver,Arizona,7,1,1
2022-04-15,Montréal,New York,0,3,0
2022-04-15,Florida,Winnipeg,6,1,1
2022-04-16,Boston,Pittsburgh,2,1,1
2022-04-16,New York,Detroit,4,0,1
2022-04-16,Nashville,Chicago,4,3,1
2022-04-16,St. Louis,Minnesota,6,5,1
2022-04-16,Edmonton,Vegas,4,0,1
2022-04-16,Buffalo,Philadelphia,4,3,1
2022-04-16,Montréal,Washington,4,8,0
2022-04-16,Ottawa,Toronto,4,5,0
2022-04-16,Tampa Bay,Winnipeg,7,4,1
2022-04-16,Dallas,San Jose,2,1,1
2022-04-16,Colorado,Carolina,7,4,1
2022-04-16,Calgary,Arizona,9,1,1
2022-04-16,Seattle,New Jersey,4,3,1
2022-04-16,Los Angeles,Columbus,2,1,1
2022-04-17,Detroit,Florida,1,6,0
2022-04-17,Philadelphia,Buffalo,3,5,0
2022-04-17,Nashville,St. Louis,3,8,0
2022-04-17,Minnesota,San Jose,5,4,1
2022-04-17,Toronto,New York,4,2,1
2022-04-17,Anaheim,Columbus,6,4,1
2022-04-18,Chicago,Calgary,2,5,0
2022-04-18,Colorado,Washington,2,3,0
2022-04-18,Seattle,Ottawa,4,2,1
2022-04-18,Arizona,Carolina,3,5,0
2022-04-18,Vegas,New Jersey,2,3,0
2022-04-18,Vancouver,Dallas,6,2,1
2022-04-19,Toronto,Philadelphia,5,2,1
2022-04-19,Montréal,Minnesota,0,2,0
2022-04-19,Tampa Bay,Detroit,3,4,0
2022-04-19,New York,Winnipeg,3,0,1
2022-04-19,New York,Florida,2,3,0
2022-04-19,Nashville,Calgary,3,2,1
2022-04-19,St. Louis,Boston,2,3,0
2022-04-19,Vancouver,Ottawa,3,4,0
2022-04-19,Anaheim,Los Angeles,1,2,0
2022-04-19,San Jose,Columbus,3,2,1
2022-04-20,Edmonton,Dallas,5,2,1
2022-04-20,Arizona,Chicago,3,4,0
2022-04-20,Vegas,Washington,4,3,1
2022-04-20,Seattle,Colorado,3,2,1
2022-04-21,Montréal,Philadelphia,3,6,0
2022-04-21,Florida,Detroit,5,2,1
2022-04-21,New Jersey,Buffalo,2,5,0
2022-04-21,Pittsburgh,Boston,4,0,1
2022-04-21,Carolina,Winnipeg,4,2,1
2022-04-21,New York,New York,3,6,0
2022-04-21,Tampa Bay,Toronto,8,1,1
2022-04-21,Minnesota,Vancouver,6,3,1
2022-04-21,Calgary,Dallas,4,2,1
2022-04-21,Los Angeles,Chicago,4,1,1
2022-04-21,San Jose,St. Louis,1,3,0
2022-04-22,Columbus,Ottawa,1,2,0
2022-04-22,Minnesota,Seattle,6,3,1
2022-04-22,Edmonton,Colorado,6,3,1
2022-04-22,Arizona,Washington,0,2,0
2022-04-23,Buffalo,New York,5,3,1
2022-04-23,Detroit,Pittsburgh,2,7,0
2022-04-23,New Jersey,Carolina,2,3,0
2022-04-23,Boston,New York,3,1,1
2022-04-23,Ottawa,Montréal,6,4,1
2022-04-23,Tampa Bay,Nashville,6,2,1
2022-04-23,Florida,Toronto,3,2,1
2022-04-23,Dallas,Seattle,3,2,1
2022-04-23,San Jose,Chicago,4,1,1
2022-04-23,Calgary,Vancouver,6,3,1
2022-04-23,Arizona,St. Louis,4,5,0
2022-04-23,Los Angeles,Anaheim,4,2,1
2022-04-24,New Jersey,Detroit,0,3,0
2022-04-24,New York,Carolina,2,5,0
2022-04-24,Columbus,Edmonton,5,2,1
2022-04-24,Philadelphia,Pittsburgh,4,1,1
2022-04-24,Montréal,Boston,3,5,0
2022-04-24,Florida,Tampa Bay,4,8,0
2022-04-24,Washington,Toronto,3,4,0
2022-04-24,Winnipeg,Colorado,4,1,1
2022-04-24,Nashville,Minnesota,4,5,0
2022-04-24,Anaheim,St. Louis,3,6,0
2022-04-24,Vegas,San Jose,4,5,0
2022-04-25,Chicago,Philadelphia,3,1,1
2022-04-26,Toronto,Detroit,3,0,1
2022-04-26,Boston,Florida,4,2,1
2022-04-26,Ottawa,New Jersey,5,4,1
2022-04-26,Tampa Bay,Columbus,4,1,1
2022-04-26,New York,Carolina,3,4,0
2022-04-26,Pittsburgh,Edmonton,1,5,0
2022-04-26,Washington,New York,1,4,0
2022-04-26,Nashville,Calgary,4,5,0
2022-04-26,Minnesota,Arizona,3,5,0
2022-04-26,Dallas,Vegas,3,2,1
2022-04-26,Colorado,St. Louis,5,3,1
2022-04-26,Vancouver,Seattle,5,2,1
2022-04-26,San Jose,Anaheim,2,5,0
